priority_rank,segment,global_growth_score,profit_pool_score,competition_quality_score,capital_cycle_score,technology_durability_score,investable_market_capture_grade,investable_market_capture_score,total_score,current_supply_state,three_year_view,key_companies,key_risk,as_of_date,data_type,source_ids

