company,ticker,scenario,year,product_or_business,revenue,volume,asp,market_share,gross_margin,operating_profit,parent_net_profit,capex,cfo,fcf_proxy,net_debt,valuation_method,valuation_multiple,target_market_cap,target_price,current_price,upside_downside_pct,assumptions,confidence,invalidation_condition,as_of_date,data_type,source_ids

