rank,company,ticker,pool_tier,segment,industry_capture_score,theme_evidence_score,competitive_position_score,growth_score,revision_score,valuation_score,data_confidence_score,mechanical_score,judgment_adjustment,total_score,whole_company_quality_score,screen_decision,selection_reason,key_penalty,as_of_date,data_type,source_ids

